## file created 24.Feb.2016 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 43182C11   0  16   b    3       7          1              0      HB    11    17      1
 43181C11   0  16   b    3       7          1              1      HB     7    17      1
 43180C11   0  16   b    3       7          1              2      HB     3    17      1
 43181411   0  16   b    3       7          2              0      HB     5    17      1
 43180411   0  16   b    3       7          2              1      HB     1    17      1
 43182411   0  16   b    3       7          2              2      HB     9    17      1
 43182C12   0  16   b    3       7          3              0      HB    11    18      1
 43181C12   0  16   b    3       7          3              1      HB     7    18      1
 43180C12   0  16   b    3       7          3              2      HB     3    18      1
 43181412   0  16   b    3       7          4              0      HB     5    18      1
 43180412   0  16   b    3       7          4              1      HB     1    18      1
 43182412   0  16   b    3       7          4              2      HB     9    18      1
 43182811   0  16   b    3       7          5              0      HB    10    17      1
 43181811   0  16   b    3       7          5              1      HB     6    17      1
 43180811   0  16   b    3       7          5              2      HB     2    17      1
 43182011   0  16   b    3       7          6              0      HB     8    17      1
 43181011   0  16   b    3       7          6              1      HB     4    17      1
 43183011   0  16   b    3       7          6              2      HB    12    17      1
 43182812   0  16   b    3       7          7              0      HB    10    18      1
 43181812   0  16   b    3       7          7              1      HB     6    18      1
 43180812   0  16   b    3       7          7              2      HB     2    18      1
 43182012   0  16   b    3       7          8              0      HB     8    18      1
 43181012   0  16   b    3       7          8              1      HB     4    18      1
 43183012   0  16   b    3       7          8              2      HB    12    18      1
 4328400F   0  17   t    3       8          1              0      HB    16    15      2
 43283C0F   0  17   t    3       8          1              1      HB    15    15      2
 4318380F   0  17   t    3       8          1              2      HB    14    15      1
 43183C0F   0  17   t    3       8          2              0      HB    15    15      1
 4318340F   0  17   t    3       8          2              1      HB    13    15      1
 4318400F   0  17   t    3       8          2              2      HB    16    15      1
 43284010   0  17   t    3       8          3              0      HB    16    16      2
 43283C10   0  17   t    3       8          3              1      HB    15    16      2
 43183810   0  17   t    3       8          3              2      HB    14    16      1
 43183C10   0  17   t    3       8          4              0      HB    15    16      1
 43183410   0  17   t    3       8          4              1      HB    13    16      1
 43184010   0  17   t    3       8          4              2      HB    16    16      1
 4518440F   0  17   t    3       8          5              0      HE    17    15      1
 4538400F   0  17   t    3       8          5              1      HE    16    15      3
 4518680F   0  17   t    3       8          5              2      HE    26    15      1
 4518480F   0  17   t    3       8          6              0      HE    18    15      1
 4528480F   0  17   t    3       8          6              1      HE    18    15      2
 4528680F   0  17   t    3       8          6              2      HE    26    15      2
 45184410   0  17   t    3       8          7              0      HE    17    16      1
 45384010   0  17   t    3       8          7              1      HE    16    16      3
 4518640F   0  17   t    3       8          7              2      HE    25    15      1
 45184810   0  17   t    3       8          8              0      HE    18    16      1
 45284810   0  17   t    3       8          8              1      HE    18    16      2
 4528640F   0  17   t    3       8          8              2      HE    25    15      2
 43284011   0  17   b    3       9          1              0      HB    16    17      2
 43283C11   0  17   b    3       9          1              1      HB    15    17      2
 43183811   0  17   b    3       9          1              2      HB    14    17      1
 43183C11   0  17   b    3       9          2              0      HB    15    17      1
 43183411   0  17   b    3       9          2              1      HB    13    17      1
 43184011   0  17   b    3       9          2              2      HB    16    17      1
 43284012   0  17   b    3       9          3              0      HB    16    18      2
 43283C12   0  17   b    3       9          3              1      HB    15    18      2
